context_id	word	gold_sense_id	positions	context	lem_context	source
686	блок	7	163-166	А если учитывать что пойдя на выборы глазьевский НПСР способен отобрать у коммунистов несколько процентов то и весьма значительную поддержку . Во-вторых даже если блок сформированный на основе Объединительного совещания и не сможет пройти в Госдуму то уж разрекламировать самого Сергея Глазьева он точно сможет чем наверняка поднимает его рейтинг а . следовательно сделает его более влиятельной фигурой с которой наконец придется считаться лидерам коммунистов	а если учитывать что пойти на выбор глазьевский нпср способный отобрать у коммунист несколько процент то и весьма значительный поддержка . во-вторых даже если блок сформировать на основа объединительный совещание и не смочь пройти в госдума то уж разрекламировать самый сергей глазьев он точно смочь чем наверняка поднимать он рейтинг а . следовательно сделать он более влиятельный фигура с который наконец прийтись считаться лидер коммунист	active-rnc
687	блок	7	195-199	Все это как мне кажется было очень существенно дальнейшее находилось в непосредственной связи с такой позицией официального меньшевизма . В пятницу 7 го вслед за верховодами правящего советского блока спозаранку собралось и Временное правительство . Оно начало заседать уже около половины девятого	весь это как я кажется быть очень существенно дальнейший находиться в непосредственный связь с такой позиция официальный меньшевизм . в пятница 7 го вслед за верховод правящий советский блок спозаранку собраться и временной правительство . оно начать заседать уже около половина девять	active-rnc
688	блок	5	330-335	Опыт последних полетов показал что космические аппараты в случае необходимости могут быть подвергнуты достаточно серьезному ремонту непосредственно в космосе . Работы связанные со сваркой резкой пайкой и склеиванием деталей могут потребоваться и при монтаже крупных орбитальных станций сооружаемых из раздельно поднятых на орбиту блоков . Для этого необходимо создать оборудование технологию и приспособления облегчающие работы в космосе и обеспечивающие их полную безопасность	опыт последний полёт показать что космический аппарат в случай необходимость мочь быть подвергнуть достаточно серьёзный ремонт непосредственно в космос . работа связанный с сварка резка пайка и склеивание деталь мочь потребоваться и при монтаж крупный орбитальный станция сооружать из раздельно поднять на орбита блок . для это необходимый создать оборудование технология и приспособление облегчать работа в космос и обеспечивать они полный безопасность	active-rnc
689	блок	4	306-310	льного хозяйства префектуры предприятия Доринвест и Мослесопарк . Начальник Объединения административно-технических инспекций ОАТИ Иван Ищенко добавил что предприятия Главмосстрой Главпромстрой и Мосинжстрой сильно запустили свои строительные площадки в центре города Всюду бедлам неухоженность разбросаны блоки . А предприятие Москабельспецмонтаж замечено в том что ведет прокладку высоковольтных кабелей прямо по проезжей части улиц Добролюбова Марьиной рощи и многих других	льный хозяйство префектура предприятие доринвест и мослесопарк . начальник объединение административно-технический инспекция оатить иван ищенко добавить что предприятие главмосстрой главпромстрой и мосинжстрой сильно запустить свой строительный площадка в центр город всюду бедлам неухоженность разбросать блок . а предприятие москабельспецмонтаж заметить в тот что вести прокладка высоковольтный кабель прямо по проезжий часть улица добролюбов марьин роща и многий другой	active-rnc
690	блок	3	9-13	Стеновые блоки вставляются один в другой так чтобы . отверстия в блоках совместились образуя вертикальные каналы в стене . В	стеновый блок вставляться один в другой так чтобы . отверстие в блок совместиться образовать вертикальный канал в стена . в	active-rnc
691	блок	7	171-175	подразделений . Части и подразделения АСР принимают активное участие во многих учебно-боевых мероприятиях ОВС НАТО проводимых совместно с вооруженными силами стран членов блока а также в учениях по программе НАТО Партнерство ради . мира	подразделение . часть и подразделение аср принимать активный участие в многий учебно-боев мероприятие овс нато проводить совместно с вооружённый сила страна член блок а также в учение по программа нато партнерство ради . мир	active-rnc
692	блок	8	159-163	перед каждыми стрельбой или выходом на задание используется контрольно-проверочный прибор поставляемый в комплекте с пистолетом который устанавливается вместо блока стволов . В случае разрядки батарей или выхода их из строя блок питания также . отправляется для замены или ремонта на фирму-изготовитель	перед каждый стрельба или выход на задание использоваться контрольно-проверочный прибор поставлять в комплект с пистолет который устанавливаться вместо блок ствол . в случай разрядка батарея или выход они из строй блок питание также . отправляться для замена или ремонт на фирму-изготовитель	active-rnc
693	блок	5	210-213	Мотор расположен за сиденьями а шестиступенчатая коробка с электронным переключением водитель отщелкивает передачи кнопками на руле объединена с раздаткой . На переднюю ось момент передает вал проходящий через блок цилиндров . При спокойном без резких ускорений движении момент между передней и задней осью распределяется в соотношении 30 70	мотор расположить за сидение а шестиступенчатый коробка с электронный переключение водитель отщёлкивать передача кнопка на руль объединить с раздатка . на передний ося момент передавать вал проходить через блок цилиндр . при спокойный без резкий ускорение движение момент между передний и задний ось распределяться в соотношение 30 70	active-rnc
694	блок	7	82-85	Есть в проекте закона такая иезуитская строчка не может входить . в избирательный блок объединение устав которого предполагает членство . в нем или принадлежность к нему лиц не имеющих права быть членами политических	есть в проект закон такой иезуитский строчка не мочь входить . в избирательный блок объединение устать который предполагать членство . в немой или принадлежность к он лицо не иметь право быть член политический	active-rnc
695	блок	7	544-549	После августа впервые возникла необходимость более того острая потребность в реальном сотрудничестве . Е Р Пространство для этого сотрудничества было расчищено предшествовавшими событиями подписанием договора о ракетах средней и ближней дальности а это ключевой вопрос на котором прервались и соответственно по логике вещей возобновились более или менее нормальные отношения между Востоком и Западом подписанием соглашения о сокращении обычных вооружений переговорами о сокращении стратегических вооружений распадом противостояния двух военных блоков в Европе . С Б Все это так но тем не менее на выработку внешнеполитических решений Советского правительства большое влияние оказывала внутриполитическая ситуация	после август впервые возникнуть необходимость более тот острый потребность в реальный сотрудничество . е р пространство для это сотрудничество быть расчистить предшествовать событие подписание договор о ракета средний и ближний дальность а это ключевой вопрос на который прерваться и соответственно по логика вещий возобновиться более или менее нормальный отношение между восток и запад подписание соглашение о сокращение обычный вооружение переговоры о сокращение стратегический вооружение распад противостояние два военный блок в европа . с б весь это так но тем не менее на выработка внешнеполитический решение советский правительство большой влияние оказывать внутриполитический ситуация	active-rnc
696	блок	7	107-111	Из этого противоречия нас вывел в конце концов только правительственный разгром . 13 ноября мы поставили в блоке с меньшевиками большой политический орган Нач . ало	из это противоречие мы вывести в конец конец только правительственный разгром . 13 ноябрь мы поставить в блок с меньшевик большой политический орган нач . ало	active-rnc
697	блок	5	188-192	Во-вторых в рамках оборонных проектов субподрядчик не может передумать и сказать А мне это невыгодно . Если вы собираете ракету а КБ Иванова начинает выпендриваться и в срок не поставляет блоки гировертикантов то это трибунал вышка или лагеря . Таким образом до самого последнего времени узел внимания проектного управления был сконцентрирован на ресурсах а не на владельцах ресурсов	во-вторых в рамка оборонный проект субподрядчик не мочь передумать и сказать а я это невыгодный . если вы собирать ракета а кб иванов начинать выпендриваться и в срок не поставлять блок гировертикант то это трибунал вышка или лагерь . такой образ до самый последний время узел внимание проектный управление быть сконцентрировать на ресурс а не на владелец ресурс	active-rnc
698	блок	2	21-25	время для подготовки блока к обрушению что повышает затраты на поддержание нарезных выработок при взрыве больших зарядов происходят значительные нарушения прилегающего к блоку массива и выработок в нем законтурные нарушения что удорожает последующие . работы по подготовке очередного блока при массовых взрывах происходит нарушение выработок днища блока требующее выполнение значительного объема восстановительных работ с остановкой выпуска руды при заряжании скважин все работы в блоке останавливаются . на длительное время до недели на эти работы отвлекается большое количество трудящихся в связи со сравнительно длительным периодом выпуска руды из обрушенного блока происходит замораживание затраченных средств и т д	время для подготовка блок к обрушение что повышать затрата на поддержание нарезной выработка при взрыв больший заряд происходить значительный нарушение прилегать к блок массив и выработка в немой законтурный нарушение что удорожать последующий . работа по подготовка очередной блок при массовый взрыв происходить нарушение выработка днище блок требовать выполнение значительный объём восстановительный работа с остановка выпуск руда при заряжание скважина весь работа в блок останавливаться . на длительный время до неделя на этот работа отвлекаться большой количество трудящийся в связь с сравнительно длительный период выпуск руда из обрушить блок происходить замораживание затратить средство и том далее	active-rnc
699	блок	7	273-277	Прямого предложения о членстве в письме Блэра нет . Британский премьер проявляет корректность в преддверии визита Робертсона в Москву в столицах альянса все чаще высказывается озабоченность что слишком быстрое сближение с Россией может повредить прочности отношений внутри блока . Союзные государства пока не готовы идти дальше привлечения нашей страны	прямой предложение о членство в письмо блэр нет . британский премьер проявлять корректность в преддверие визит робертсон в москва в столица альянс весь чаща высказываться озабоченность что слишком быстрый сближение с россия мочь повредить прочность отношение внутри блок . союзный государство пока не готовый идти далёкий привлечение наш страна	active-rnc
700	блок	7	166-169	На конференции шло перетягивание каната в основном по двум вопросам . Западные союзники добивались согласия на объединение Германии с правом вступления в тот военный блок который ей самой покажется более привлекательным . В данном случае американцы в отличие от своей позиции на конференции по Индокитаю ратовали за свободные выборы понимая что большинство населения объединенной Германии выскажется за	на конференция идти перетягивание канат в основное по два вопрос . западный союзник добиваться согласие на объединение германия с право вступление в тот военный блок который она самый показаться более привлекательный . в дать случай американец в отличие от свой позиция на конференция по индокитай ратовать за свободный выбор понимать что большинство население объединить германия высказаться за	active-rnc
701	блок	7	208-212	Со вступлением в альянс Латвии и Эстонии НАТО приблизится к границам Псковской области и какие плюсы это сулит региону вопросил Маргелов . И чуть позднее напомнил что Россия по-прежнему не считает расширение блока целесообразным . Плюсы добросовестно пытались отыскать	с вступление в альянс латвия и эстония нато приблизиться к граница псковский область и какой плюс это сулить регион вопросить маргеловый . и чуть поздний напомнить что россия по-прежнему не считать расширение блок целесообразный . плюс добросовестно пытаться отыскать	active-rnc
702	блок	7	59-62	Вопрос о власти был подвергнут голосованию . Весь правящий блок при воздержавшейся оппозиции голосует за оставление Временного правительства в прежнем виде и за пополнение его на месте ушедших кадетов демократическими элементами . Директория собирает незначительное число голосов	вопрос о власть быть подвергнуть голосование . весь правящий блок при воздержаться оппозиция голосовать за оставление временной правительство в прежний вид и за пополнение он на место уйти кадет демократический элемент . директория собирать незначительный число голос	active-rnc
703	блок	7	141-144	Мы видим что в больших государственных и общественных делах происходит нечто подобное . Тут я попытался ответить нападавшим на прогрессивный блок . При этом я предупредил что никаких выпадов никакой полемики я допускать здесь не хочу	мы видеть что в больший государственный и общественный дело происходить нечто подобный . тут я попытаться ответить нападать на прогрессивный блок . при это я предупредить что никакой выпад никакой полемика я допускать здесь не хотеть	active-rnc
704	блок	7	121-124	Ранее озвучивавшиеся предположения о составе второй колонны оказались в большинстве своем верными помимо партии Дугина в блок предполагается включить Партию российских регионов Сергея Глазьева и Российское аграрное движение вице-премьера правительства Алексея Гордеева . Правда мнением самого заместителя Касьянова относительно участия в новом блоке евразийцы судя по всему до сих пор не поинтересовались . Как известно вице-премьер состоит в Высшем совете Единой России и причины по которым он должен покинуть ряды ЕР в партии Евразия назв	ранее озвучиваться предположение о состав два колонна оказаться в большинство свой верный помимо партия дугин в блок предполагаться включить партия российский регион сергей глазьев и российский аграрный движение вице-премьер правительство алексей гордеев . правда мнение самый заместитель касьянов относительно участие в новый блок евразиец судить по весь до сей пора не поинтересоваться . как известно вице-премьер состоять в высокий совет единый россия и причина по который он должный покинуть ряд ер в партия евразия назвый	active-rnc
705	блок	7	126-130	Ну и конечно же взять ответственность на самих себя . А между тем интеллигенты-кадеты составлявшие левое крыло прогрессивного блока фактически подд . ерживали разверстку и твердые цены	ну и конечно же взять ответственность на сам себя . а между тем интеллигент-кадет составлять левый крыло прогрессивный блок фактически подда . ерживать развёрстка и твёрдый цена	active-rnc
706	блок	5	22-26	ПКТ . Все это в одном блоке установлено в башне . Кроме того два	пкт . весь это в один блок установить в башня . кроме тот два	active-rnc
707	блок	5	177-181	Система Spin-Out tm 6 рис 4 запатентованный продукт рис 7 защищающий внешнее уплотнение путем отбрасывания абразивных частиц из камеры уплотнителей . Это продлевает срок службы блока внешних уплотнений и повышает его . надежность	система spin-out tm 6 рис 4 запатентовать продукт рис 7 защищать внешний уплотнение путём отбрасывание абразивный частица из камера уплотнитель . это продлевать срок служба блок внешний уплотнение и повышать он . надёжность	active-rnc
708	блок	7	109-113	ой Удержатся ли большевики у власти . Я как всегда защищал единый демократический фронт диктатуру советского блока предостерегая против диктатуры пролетарского авангарда в мелкобуржуазной и хозяйственно распыленной стране . Я не упустил сделать это даже в тот момент когда все внимание всю полемику всю силу негодования было естественно обращать против социал-предателей хлопотавших над созданием буржуазной диктатуры	ой удержаться ли большевик у власть . я как всегда защищать единый демократический фронт диктатура советский блок предостерегать против диктатура пролетарский авангард в мелкобуржуазный и хозяйственно распылить страна . я не упустить сделать это даже в тот момент когда весь внимание весь полемика весь сила негодование быть естественно обращать против социала-предатель хлопотать над создание буржуазный диктатура	active-rnc
709	блок	5	172-175	Было жаль выбрасывать в мусоропровод эту забавную коллекцию пестрый мир детства . Попросив разрешения у Андрея я переместил описания с помощью Сима в маленький электронный блок величиной с книгу не больше . Он был значительно меньше ящика и давно лежал в моем рабо	быть жаль выбрасывать в мусоропровод этот забавный коллекция пёстрый мир детство . попросить разрешение у андрей я переместить описание с помощь сим в маленький электронный блок величина с книга не большой . он быть значительно маленький ящик и давно лежалый в мыть рабо	active-rnc
710	блок	4	98-102	А вот что касается отсутствия организации работы в данном отделении операционно-реанимаци . онном блоке это не повод а причина для радикальных орг выводов . И ещё Чтобы обеспечить клинику кровью и его компонентами больница ЗАКУПАЕТ данные ТОВАРЫ у ГСПК или из др клиник	а вот что касаться отсутствие организация работа в дать отделение операционно-реанимаци . онном блок это не повод а причина для радикальный орг вывод . и ещё чтобы обеспечить клиника кровь и он компонент больница закупать дать товар у гспк или из др клиника	active-rnc
711	блок	5	149-152	Комплектом предусматривается два варианта управления машиной бортовой и дистанционный . В состав бортовой системы входят пульт логико-коммутационный блок и комплект электромеханических приводов . Управление землеройной	комплект предусматриваться два вариант управление машина бортовый и дистанционный . в состав бортовый система входить пульт логико-коммутационный блок и комплект электромеханический привод . управление землеройный	active-rnc
712	блок	2	18-22	Выскочила трещина блока . Несколько блоков черно-красные еще горячие лежали на полу . Трещины змеились на перегибах	выскочить трещина блок . несколько блок черно-красный ещё горячее лежать на пол . трещина змеиться на перегиб	active-rnc
713	блок	7	82-85	оку . Были даже такие правда их было немного которые считали возможным вступить в блок со Сталиным против Зиновьева и Каменева . Один из близких моих друзей Мрачковский старый революционер и один из лучших военачальников гражданской войны высказался против блока с кем бы то ни было и дал классическое обоснование своей позиции Сталин обманет а Зиновьев убежит	ока . быть даже такой правда они быть немного который считать возможный вступить в блок с сталин против зиновьев и каменев . один из близкие мой друг мрачковский старый революционер и один из хороший военачальник гражданский война высказаться против блок с кто бы то ни быть и дать классический обоснование свой позиция сталин обмануть а зиновьев убежать	active-rnc
714	блок	7	53-56	Подготовкой предложений занимался весь экономический блок . От лица экономического блока Кудрин назовет членам кабинета десять приоритетов развития страны на среднесрочную перспективу . На первое место поставлена реформа госслужбы	подготовка предложение заниматься весь экономический блок . от лицо экономический блок кудрин назвать член кабинет десять приоритет развитие страна на среднесрочный перспектива . на первое место поставить реформа госслужба	active-rnc
715	блок	7	133-137	Депутат III и IV Государственных Дум . Во время 1 й мировой войны в резкой оппозиции правительству инициатор создания Прогрессивного блока 1915 в период Февральской революции член Временного комитета Государственной Думы . Министр иностранных дел Временного правительства до мая 1917 решительно выступал за продолжение войн	депутат iii и iv государственный дума . в время 1 й мировой война в резка оппозиция правительство инициатор создание прогрессивный блок 1915 в период февральский революция член временной комитет государственный дума . министр иностранный дело временной правительство до май 1917 решительно выступать за продолжение война	active-rnc
716	блок	5	80-84	А надо сказать что и основной и резервный пе . редатчики квитанций были в одном блоке с приемниками также основным и резервным через которые передавались команды на борт станции . Пока не разобрались в причине отказа основного передатчика включать его было нельзя а вдруг произойдет короткое замыкание	а надо сказать что и основной и резервный пе . редатчик квитанция быть в один блок с приёмник также основный и резервный через который передаваться команда на борт станция . пока не разобраться в причина отказ основный передатчик включать он быть нельзя а вдруг произойти короткий замыкание	active-rnc
717	блок	7	439-443	Что касается убийства Старовойтовой которое кстати тоже увязывали с выборами то его единственным политическим результатом стал пресловутый правый реванш закончившийся созданием Союза правых сил . Впрочем этот политический проект был запущен гораздо раньше просто Чубайс быстро сориентировался и уже через день после гибели Старовойтовой озвучил тезис о том что ответом демократов на это преступление должно стать создание сильного правого блока . Если поднять старые газеты легко убедиться что и в ноябре 1998 го политики и СМИ буквально крича	что касаться убийство старовойтов который кстати тоже увязывать с выбор то он единственный политический результат стать пресловутый правый реванш закончиться создание союз правый сила . впрочем этот политический проект быть запустить гораздо ранний просто чубайс быстро сориентироваться и уже через день после гибель старовойтов озвучить тезис о тот что ответ демократ на это преступление должный стать создание сильный правый блок . если поднять старое газета легко убедиться что и в ноябрь 1998 го политика и сми буквально кричать	active-rnc
718	блок	8	124-127	в нем-то и самое главное и ценное дополнение к общему флотскому пятизначному . шифру двадцать два листочка сброшюрованные в блок с группами цифр на тончайшей . папиросной бумаге	в немой-то и самый главный и ценный дополнение к общий флотский пятизначный . шифр двадцать два листочек сброшюровать в блок с группа цифра на тонкий . папиросный бумага	active-rnc
719	блок	7	136-140	является следующее во-первых НАТО во главе с США не считает что в результате распада СССР устранена военная угроза с Востока . Внимание блока к возможным попыткам России вновь обрести былое величие не ослабло а потому коллективная оборона остается . одной из важных функций НАТО	являться следующий во-первых нато в глава с сша не считать что в результат распад ссср устранить военный угроза с восток . внимание блок к возможный попытка россия вновь обрести былой величие не ослабнуть а потому коллективный оборона оставаться . один из важный функция нато	active-rnc
720	блок	3	113-118	Приходится открывать форточки окон и все энергосбережения достигнутые за счет . применения дорогостоящих оконных блоков с двойным тройным остеклением увеличения термического сопротивления ограждающих конструкций сводятся на . нет	приходиться открывать форточка окно и весь энергосбережение достигнутый за счёт . применение дорогостоящий оконный блок с двойной тройной остекление увеличение термический сопротивление ограждать конструкция сводиться на . нет	active-rnc
721	блок	7	113-117	А кто жалко обороняется тот всегда не прав . Доренко подмочил доброе имя лидеров ОВР поставил крест на победе их блока на парламентских выборах и отбил им охоту баллотироваться в президенты . Сегодня региональные бароны тихо-мирно влились в партию центральной власти Единую Россию	а кто жалко обороняться тот всегда не право . доренко подмочить добрый имя лидер овр поставить крест на победа они блок на парламентский выборы и отбить имя охота баллотироваться в президент . сегодня региональный барон тихо-мирно влиться в партия центральный власть единый россия	active-rnc
722	блок	4	146-151	Необходима коренная реконструкция предприятия . Уже выделены капитальные вложения определен подрядчик чтобы возвести цех крупных судостроительных блоков . Пройдет немного времени и мы сможем увеличить выпуск Северных сияний	необходимый коренной реконструкция предприятие . уже выделить капитальный вложение определить подрядчик чтобы возвести цех крупный судостроительный блок . пройти немного время и мы смочь увеличить выпуск северный сияние	active-rnc
723	блок	7	334-338	В своей работе он сделал ставку не на точность информации а на форму ее подачи и не ошибся в выборе . Шокирующие репортажи завораживали зрителя и почти никто не обращал внимания что Зотов год назад клеймивший коммунистов теперь столь же истово проклинает демократов что неделю назад он кричал о своей ненависти к одному политическому блоку а сегодня расписывается в своей ему преданности и призывает к борьбе до последнего издыхания с соперниками этого блока форма гипнотизировала и народ в большинстве своем проглатывал репортажи нашего Юры не . давясь и не морщась	в свой работа он сделать ставка не на точность информация а на форма она подача и не ошибиться в выбор . шокировать репортаж завораживать зритель и почти никто не обращать внимание что зотов год назад клеймить коммунист теперь столь же истовый проклинать демократ что неделя назад он кричать о свой ненависть к один политический блок а сегодня расписываться в свой он преданность и призывать к борьба до последний издыхание с соперник это блок форма гипнотизировать и народ в большинство свой проглатывать репортаж наш юр не . давиться и не морщиться	active-rnc
