context_id	word	gold_sense_id	positions	context	lem_context	source
231	лук	2	28-31, 81-84, 235-238, 250-253, 322-325, 374-377, 449-452, 481-484, 524-527	в военный рацион . в египте луку воздавали почести как божеству . при гиппократе лук прописывали больным ревматизмом , подагрой , а также от ожирения . знаменитый персидский врач и ученый ибн сина ( авиценна ) в начале xi века писал о луке съедобный лук особенно помогает от вреда плохой воды , если бросить в нее очистки лука , это одно из средств , уничтожающих ее запах… луковый сок полезен при загрязненных ранах , смазывать глаза выжатым соком лука с медом полезно от бельма… луковый сок помогает от ангины . съедобный лук вследствие	в военный рацион . в египет лука воздавать почесть как божество . при гиппократ лука прописывать больной ревматизм , подагра , а также от ожирение . знаменитый персидский врач и учёный ибн син ( авиценный ) в начало xi век писать о лука съедобный лука особенно помогать от вред плохой вода , если бросить в нея очистка лука , это один из средство , уничтожать она запах … луковый сок полезный при загрязнить рана , смазывать глаз выжать сок лука с мёд полезно от бельмо … луковый сок помогать от ангина . съедобный лука вследствие	wiki-wiki
232	лук	2	288-291	не обладают никакие другие овощные культуры при хранении количество аскорбиновой кислоты в отбеленной части повышается более , чем в полтора раза . в средние века порей также пользовался большой популярностью . однако в середине xx века в россии мало знали об этой овощной культуре . вид лук - порей входит в род семейства порядка .	не обладать никакой другой овощной культура при хранение количество аскорбиновый кислота в отбелить часть повышаться более , чем в полтора раз . в средний век порей также пользоваться большой популярность . однако в середина xx век в россия мало знать о этот овощной культура . вид лука - порей входить в род семейство порядок .	wiki-wiki
233	лук	2	0-3, 44-47, 242-245	лук - порей родина — передняя азия , откуда лук - порей попал в средиземноморье , на территории которых и сейчас встречается его дикорастущая исходная форма — . культурный же вид , вероятно , развился из него давно , так как в древнем египте лук - порей уже был	лука - порей родина — передний азия , откуда лука - порей попасть в средиземноморье , на территория который и сейчас встречаться он дикорастущий исходный форма — . культурный же вид , вероятно , развиться из он давно , так как в древний египет лука - порей уже быть	wiki-wiki
234	лук	2	8-11, 20-23, 37-40, 78-81	гусиный лук гусиный лук , или птичий лук , или гейджия ( )  — род травянистых луковичных растений семейства лилейные , распространенных в умеренных областях евразии , а также в северной африке . все представители рода — ранневесенние эфемероиды . общее число видов — по данным сайта the	гусиный лука гусиный лука , или птичий лука , или гейджия ( ) — род травянистый луковичный растение семейство лилейный , распространить в умеренный область евразия , а также в северный африка . весь представитель род — ранневесенний эфемероид . общий число вид — по данные сайт the	wiki-wiki
235	лук	2	36-39, 111-114, 143-146, 186-189, 296-299, 361-364	из средств , уничтожающих ее запах… луковый сок полезен при загрязненных ранах , смазывать глаза выжатым соком лука с медом полезно от бельма… луковый сок помогает от ангины . съедобный лук вследствие своей горечи укрепляет слабый желудок и возбуждает аппетит . на востоке существовала поговорка лук в твоих объятиях — проходит всякая болезнь . время появления лука на руси точно не установлено , но известно , что уже с давних пор он являлся одним из главных пищевых продуктов и считался универсальным средством , предохраняющим и излечивающим болезни . в старинных русских лечебниках -	из средство , уничтожать она запах … луковый сок полезный при загрязнить рана , смазывать глаз выжать сок лука с мёд полезно от бельмо … луковый сок помогать от ангина . съедобный лука вследствие свой горечь укреплять слабый желудок и возбуждать аппетит . на восток существовать поговорка лука в твой объятие — проходить всякая болезнь . время появление лука на русь точно не установить , но известно , что уже с давний пора он являться один из главный пищевой продукт и считаться универсальный средство , предохранять и излечивать болезнь . в старинный русский лечебник -	wiki-wiki
236	лук	2	221-224	 пахнуть  . в роду , по данным сайта the plant list , более видов , которые естественно произрастают в северном полушарии . представители рода растут на лугах , в степи , лесах . большой вклад в систематику растений рода лук внес эдуард регель , который опубликовал две монографии ( , ) , где упоминалось более видов , до этого не описанных . листья линейные или ремневидные , прикорневые , дудчатые , стебель	пахнуть . в род , по данные сайт the plant list , более вид , который естественно произрастать в северный полушарие . представитель род расти на луг , в степь , леса . большой вклад в систематик растение род лука внести эдуард регель , который опубликовать два монография ( , ) , где упоминаться более вид , до это не описать . лист линейный или ремневидный , прикорневой , дудчатый , стебель	wiki-wiki
237	лук	2	0-3, 187-190	лук круглый произрастает в северной африке , западной азии и почти по всей европе . на территории россии встречается в европейской части ( за исключением севера ) и на северном кавказе . луковица яйцевидная , почти шаровидная , диаметром , —  см	лука круглый произрастать в северный африка , западный азия и почти по весь европа . на территория россия встречаться в европейский часть ( за исключение север ) и на северный кавказ . луковица яйцевидный , почти шаровидный , диаметр , — сантиметр	wiki-wiki
238	лук	2	0-3, 122-125, 138-141, 152-155, 168-171	"лук ветвистый вид имеет ряд синонимов . в русском языке растение известно под многими названиями джюсай , жусай , жусей , лук ветвистый , лук пахучий , лук китайский , лук дикий или чесночный , горный или полевой чеснок . на иностранных языках , также известен как "" chinese chives "" , "" chinese leek "" , "" ku chai "" , "" jiu cai "" , """	"лука ветвистый вид иметь ряд синоним . в русский язык растение известно под многий название джюсать , жусать , жусеять , лука ветвистый , лука пахучий , лука китайский , лука дикий или чесночный , горный или полевой чеснок . на иностранный язык , также известный как "" chinese chives "" , "" chinese leek "" , "" ku chai "" , "" jiu cai "" , """	wiki-wiki
239	лук	2	8-11, 20-23, 37-40, 78-81	гусиный лук гусиный лук , или птичий лук , или гейджия ( )  — род травянистых луковичных растений семейства лилейные , распространенных в умеренных областях евразии , а также в северной африке . все представители рода — ранневесенние эфемероиды . общее число видов — по данным сайта the plant list —	гусиный лука гусиный лука , или птичий лука , или гейджия ( ) — род травянистый луковичный растение семейство лилейный , распространить в умеренный область евразия , а также в северный африка . весь представитель род — ранневесенний эфемероид . общий число вид — по данные сайт the plant list —	wiki-wiki
240	лук	2	224-227, 307-310	короче листочков околоцветника , пыльники яйцевидные завязь обратнояйцевидная . произрастает на всей территории европы и в турции . все части растения содержат чесночные эфирные масла , в состав которых входит сера . мелкие луковицы съедобны , листья пригодны для приготовления острых салатов . вид гусиный лук желтый входит в род семейства порядка .	короче листочек околоцветник , пыльник яйцевидный завязь обратнояйцевидный . произрастать на весь территория европа и в турция . весь часть растение содержимый чесночный эфирный масло , в состав который входить сера . мелкий луковица съедобный , лист пригодный для приготовление острый салат . вид гусиный лука жёлтый входить в род семейство порядок .	wiki-wiki
241	лук	2	0-3, 17-20	лук ( растение ) лук ( ) — род двулетних и многолетних растений , относимых к подсемейству семейства порядка ( ранее относили к лилейным ) . научное латинское название , данное карлом линнеем , — — происходит от латинского названия чеснока	лука ( растение ) лука ( ) — род двулетний и многолетний растение , относить к подсемейство семейство порядок ( ранее относить к лилейный ) . научный латинский название , данный карл линнеть , — — происходить от латинский название чеснок	wiki-wiki
242	лук	2	0-3, 44-47, 242-245	лук - порей родина — передняя азия , откуда лук - порей попал в средиземноморье , на территории которых и сейчас встречается его дикорастущая исходная форма — . культурный же вид , вероятно , развился из него давно , так как в древнем египте лук - порей уже был одним из важнейших овощных растений . он был	лука - порей родина — передний азия , откуда лука - порей попасть в средиземноморье , на территория который и сейчас встречаться он дикорастущий исходный форма — . культурный же вид , вероятно , развиться из он давно , так как в древний египет лука - порей уже быть один из важный овощной растение . он быть	wiki-wiki
243	лук	2	0-3, 122-125, 138-141, 152-155, 168-171	"лук ветвистый вид имеет ряд синонимов . в русском языке растение известно под многими названиями джюсай , жусай , жусей , лук ветвистый , лук пахучий , лук китайский , лук дикий или чесночный , горный или полевой чеснок . на иностранных языках , также известен как "" chinese chives "" , "" chinese leek "" , "" ku chai "" , "" jiu cai """	"лука ветвистый вид иметь ряд синоним . в русский язык растение известно под многий название джюсать , жусать , жусеять , лука ветвистый , лука пахучий , лука китайский , лука дикий или чесночный , горный или полевой чеснок . на иностранный язык , также известный как "" chinese chives "" , "" chinese leek "" , "" ku chai "" , "" jiu cai """	wiki-wiki
244	лук	2	8-11	гусиный лук желтый стебель плотный , голый , высотой —  см . прикорневой лист плоский , одиночный , превышает соцветие , широколинейный , шириной —  мм , коротко заостренный , с башлыковидной верхушкой верхний — линейный или ланцетный , снизу килеватые . соцветие зонтиковидное	гусиный лука жёлтый стебель плотный , голый , высота — сантиметр . прикорневой лист плоский , одиночный , превышать соцветие , широколинейный , ширина — мм , коротко заострить , с башлыковидный верхушка верхний — линейный или ланцетный , снизу килеватый . соцветие зонтиковидный	wiki-wiki
245	лук	2	20-23, 74-77, 201-204	кислоты в этом виде лука в раза превышает таковое в зелени пера репчатого лука . в пищу используют листья или все растение . выращивают на одном месте — года и более ( в том числе и в теплицах ) . вид лук - батун входит в род семейства порядка .	кислота в это вид лука в раз превышать таковой в зелень перо репчатый лука . в пища использовать лист или весь растение . выращивать на один место — год и более ( в тот число и в теплица ) . вид лука - батун входить в род семейство порядок .	wiki-wiki
246	лук	2	240-243, 276-279, 445-448	на шею коровам , лошадям и другим домашним животным , чтобы не заразились . профессор н . . умиков приводит свидетельства современников о том , что во время большой эпидемии брюшного тифа в  году русские , потреблявшие в большом количестве лук , не заболевали тифом и чумой . лук является хорошим витаминным средством , особенно рекомендуемым в зимне - весенний период , но используемым круглый год . значительное количество минеральных солей в луке при его использовании в пищу способствует нормализации водно - солевого обмена в организме , а	на шея корова , лошадь и другой домашний животный , чтобы не заразиться . профессор наш . . умик приводить свидетельство современник о тот , что в время большой эпидемия брюшной тиф в год русский , потреблять в большой количество лука , не заболевать тиф и чума . лука являться хороший витаминный средство , особенно рекомендовать в зимний - весенний период , но использовать круглый год . значительный количество минеральный соль в лука при он использование в пища способствовать нормализация водный - солевой обмен в организм , а	wiki-wiki
247	лук	2	8-11, 111-114	гадючий лук латинское название рода дано по запаху цветков , напоминающему запах мускуса . относительно мелкие луковичные растения ( до —  см в высоту ) , несущие пучок из двух—семи мясистых прикорневых листьев листья достигают в длину —  см .	гадючий лука латинский название род дать по запах цветковый , напоминать запах мускус . относительно мелкий луковичный растение ( до — сантиметр в высота ) , несущий пучок из два — семь мясистый прикорневой лист лист достигать в длина — сантиметр .	wiki-wiki
248	лук	2	279-282, 290-293	способствует нормализации водно - солевого обмена в организме , а своеобразный запах и острый вкус возбуждают аппетит . ценный медонос , дает пчелам много нектара даже при очень жаркой погоде . мед светло - желтый , почти непрозрачный , при созревании теряет характерный привкус лука . вид лук репчатый входит в род семейства порядка . в рамках вида ранее выделяли несколько разновидностей , например	способствовать нормализация водный - солевой обмен в организм , а своеобразный запах и острый вкус возбуждать аппетит . ценный медонос , давать пчела много нектар даже при очень жарка погода . мёд светло - жёлтый , почти непрозрачный , при созревание терять характерный привкус лука . вид лука репчатый входить в род семейство порядок . в рамка вид ранее выделять несколько разновидность , например	wiki-wiki
249	суда	1	235-239, 323-327	перехода поместья к новому владельцу в ) год переписи ( ) . фактически , однако , этот принцип полностью не был выдержан , и сведения о хозяйственном положении поместий на дату их передачи новым владельцам появляются в книге страшного суда лишь эпизодически . на основании собранных записей была составлена книга страшного суда , которая состоит из двух частей так называемая малая книга , описывающая графства норфолк , саффолк и эссекс , и большая книга , описывающая всю остальную англию ,	переход поместье к новый владелец в ) год перепись ( ) . фактически , однако , этот принцип полностью не быть выдержать , и сведение о хозяйственный положение поместье на дата они передача новый владелец появляться в книга страшный суд лишь эпизодически . на основание собранный запись быть составить книга страшный суд , который состоять из два часть так называть малый книга , описывать графство норфолк , саффолк и эссекс , и большой книга , описывать весь остальной англия ,	wiki-wiki
250	суда	1	267-271	"опасный квартал города . и… оказалась не в том месте и не в то время , став свидетелем жестокого убийства . а убийцы , как известно , предпочитают не оставлять свидетелей . "" этот американский фильм получил в нашем видеопрокате весьма громкое название ночь страшного суда . наверно , режиссер стивен хопкинс , известный по картинам кошмар на улице вязов и хищник , был бы просто горд , если бы узнал о таком возвеличивании довольно заурядной истории ночных похождений группы добропорядочных граждан . они"	"опасный квартал город . и … оказаться не в тот место и не в то время , стать свидетель жестокий убийство . а убийца , как известно , предпочитать не оставлять свидетель . "" этот американский фильм получить в наш видеопрокат весьма громкий название ночь страшный суд . наверно , режиссёр стивен хопкинс , известный по картина кошмар на улица вязовый и хищник , быть бы просто гордый , если бы узнать о такой возвеличивание довольно заурядный история ночное похождение группа добропорядочный гражданин . они"	wiki-wiki
251	суда	1	18-22, 62-66, 127-131, 189-193, 300-304	пленум верховного суда российской федерации пленум верховного суда российской федерации ( пвс рф — полное ) — орган верховного суда рф , представляющий собой собрание всех судей верховного суда россии . пвс рф правосудие не осуществляет , а обеспечивает правильное и единообразное применение законов судами и дает	пленум верховный суд российский федерация пленум верховный суд российский федерация ( пвс рф — полный ) — орган верховный суд рф , представлять себя собрание весь судья верховный суд россия . пвс рф правосудие не осуществлять , а обеспечивать правильный и единообразный применение закон суд и давать	wiki-wiki
252	суда	1	307-311	повторяют византийские формы , на xvi—xvii века приходится пик развития этого сюжета в живописи , а концу xvii века , по мнению покровского , эсхатологические изображения стали писать с меньшим мастерством — особенно в юго - западной россии ( под воздействием западноевропейских влияний ) . икона страшного суда является чрезвычайно богатой по количеству действующих лиц и включает изображения , которые можно сгруппировать по трем темам	повторять византийский форма , на xvi — xvii век приходиться пик развитие это сюжет в живопись , а конец xvii век , по мнение покровский , эсхатологический изображение стать писать с меньший мастерство — особенно в юго - западный россия ( под воздействие западноевропейский влияние ) . икона страшный суд являться чрезвычайно богатый по количество действующий лицо и включать изображение , который можно сгруппировать по три тема	wiki-wiki
253	суда	1	28-32, 66-70, 113-117	военная коллегия верховного суда ссср военная коллегия верховного суда ссср ( вквс )  — союзный орган верховного суда ссср , рассматривавший дела исключительной важности в отношении высшего начальствующего состава армии и флота ( командир корпуса и выше ) , а также обвиняемых в измене родине и контрреволюционной деятельности . также контролировала работу военных трибуналов	военный коллегия верховный суд ссср военный коллегия верховный суд ссср ( вквс ) — союзный орган верховный суд ссср , рассматривать дело исключительный важность в отношение высокий начальствующий состав армия и флот ( командир корпус и выше ) , а также обвинять в измена родина и контрреволюционный деятельность . также контролировать работа военный трибунал	wiki-wiki
254	суда	1	28-32, 183-187, 291-295	различными странами . члены суда назначаются на лет . их назначения на должность могут быть возобновлены . критические замечания , высказываемые в адрес постоянной палаты третейского суда , состоят , в частности , в следующем из сказанного делается вывод , что постоянная палата третейского суда — не настоящий суд в обычном значении этого слова .	различный страна . член суд назначаться на год . они назначение на должность мочь быть возобновить . критический замечание , высказывать в адрес постоянный палата третейский суд , состоять , в частность , в следующий из сказать делаться вывод , что постоянный палата третейский суд — не настоящий суд в обычный значение это слово .	wiki-wiki
255	суда	1	41-45, 91-95	римский статут международного уголовного суда ри́мский стату́т междунаро́дного уголо́вного суда́ ( ) — международный договор , учредивший международный уголовный суд . принят на дипломатической конференции в риме июля года и вступил в силу с июля	римский статут международный уголовный суд ри ́ мский стат ́ том междунарый ́ дный уголо ́ вный суд ́ ( ) — международный договор , учредить международный уголовный суд . принять на дипломатический конференция в рим июль год и вступить в сила с июль	wiki-wiki
256	суда	1	283-287	конституционном суде российской федерации отменено ограничение полномочий судьи определенным сроком ( лет ) . предельный возраст пребывания в должности остался прежним — лет ( за исключением председателя ) . данные положения распространены на всех действующих судей конституционного суда ( в т . ч . и избранных еще съездом народных депутатов рсфср в г . ) . после даты избрания ( в г . ) или назначения ( с	конституционный суд российский федерация отменить ограничение полномочие судья определённый срок ( год ) . предельный возраст пребывание в должность остаться прежний — год ( за исключение председатель ) . дать положение распространить на весь действующий судья конституционный суд ( в том . число . и избранный ещё съезд народный депутат рсфср в год . ) . после дата избрание ( в год . ) или назначение ( с	wiki-wiki
257	суда	1	100-104, 231-235, 329-333	использовании христианским философом ( православным проповедником ) запоны с изображением страшного суда для проповеди христианства князю владимиру , что повлияло на будущее крещение самого владимира и руси . изображения страшного суда были действенным средством , помогавшим к обращению язычников . на руси композиции страшного суда появляются очень рано , вскоре после крещения . самая ранняя известная русская фреска на этот сюжет — кириллов монастырь в киеве ( xii век ) , росписи николо - дворищенского собора в новгороде ( нач . xii в . ) , георгиевский собор старой	использование христианский философ ( православный проповедник ) запон с изображение страшный суд для проповедь христианство князь владимир , что повлиять на будущее крещение самый владимир и русь . изображение страшный суд быть действенный средство , помогать к обращение язычник . на русь композиция страшный суд появляться очень рано , вскоре после крещение . самый ранний известный русский фреска на этот сюжет — кирилл монастырь в киев ( xii век ) , роспись николо - дворищенский собор в новгород ( нач . xii в . ) , георгиевский собор старый	wiki-wiki
258	суда	1	330-334	"не терять надежды , но положить начало покаяния "" . покаяние как непременное условие достижения царства божия — является одним из основополагающих положений христианского вероучения , и эта проблема была особенно актуальна для рубежа рубежа xi—xii веков , времени проникновения сюжета на русь . православная иконография страшного суда существует в византийском искусстве c xi—xii веков . истоки изображения этого сюжета восходят к iv веку — живописи христианских катакомб . первоначально суд изображался в двух формах история отделения овец от козлищ и притче о десяти девах . затем в v—vi формируются отдельные части повествовательного изображения"	"не терять надежда , но положить начать покаяние "" . покаяние как непременный условие достижение царство божий — являться один из основополагающий положение христианский вероучение , и этот проблема быть особенно актуальный для рубеж рубеж xi — xii век , время проникновение сюжет на русь . православный иконография страшный суд существовать в византийский искусство c xi — xii век . исток изображение это сюжет восходить к iv век — живопись христианский катакомба . первоначально суд изображаться в два форма история отделение овца от козлище и притча о десять дева . затем в v — vi формироваться отдельный часть повествовательный изображение"	wiki-wiki
259	суда	1	28-32, 82-86, 137-141, 209-213, 319-323	пленум высшего арбитражного суда российской федерации пленум высшего арбитражного суда российской федерации — орган высшего арбитражного суда рф , представляющий собой собрание всех судей высшего арбитражного суда россии . пвас рф правосудие не осуществляет , обеспечивает правильное и единообразное применение законов судами , дает разъяснения и толкования норм права посредством принятия	пленум высокий арбитражный суд российский федерация пленум высокий арбитражный суд российский федерация — орган высокий арбитражный суд рф , представлять себя собрание весь судья высокий арбитражный суд россия . пвас рф правосудие не осуществлять , обеспечивать правильный и единообразный применение закон суд , давать разъяснение и толкование норма право посредством принятие	wiki-wiki
260	суда	1	30-34, 65-69	"постоянная палата третейского суда постоянная палата третейского суда ( пптс ) ( , "" pca "" ) — международный арбитражный суд , расположенный в гааге , нидерланды . учрежден в году по решению первой гаагской мирной конференции и"	"постоянный палата третейский суд постоянный палата третейский суд ( пптс ) ( , "" pca "" ) — международный арбитражный суд , расположить в гаага , нидерланды . учредить в год по решение один гаагский мирный конференция и"	wiki-wiki
261	суда	1	28-32, 82-86, 137-141, 209-213, 319-323	пленум высшего арбитражного суда российской федерации пленум высшего арбитражного суда российской федерации — орган высшего арбитражного суда рф , представляющий собой собрание всех судей высшего арбитражного суда россии . пвас рф правосудие не осуществляет , обеспечивает правильное и единообразное применение законов судами , дает разъяснения и толкования норм права посредством принятия постановлений . в состав пленума высшего	пленум высокий арбитражный суд российский федерация пленум высокий арбитражный суд российский федерация — орган высокий арбитражный суд рф , представлять себя собрание весь судья высокий арбитражный суд россия . пвас рф правосудие не осуществлять , обеспечивать правильный и единообразный применение закон суд , давать разъяснение и толкование норма право посредством принятие постановление . в состав пленум высокий	wiki-wiki
262	суда	1	11-15	с согласия суда главная героиня фильма — женщина - судья гвен уорик , которая идет вверх по карьерной лестнице и становится верховной судьей штата . но в результате чьи - то злых козней она сама становится подозреваемой .	с согласие суд главный героиня фильм — женщина - судья гвено уорик , который идти вверх по карьерный лестница и становиться верховный судья штат . но в результат чей - то злой козни она сам становиться подозревать .	wiki-wiki
263	суда	1	225-229	о своей судьбе непосредственно перед казнью . списочный механизм осуждения в вквс также применялся и после  г . всего за предвоенные годы по спискам политбюро цк было расстреляно - тысяч человек . военная коллегия верховного суда ссср располагалась в москве , на улице никольская , д . . в - е годы возникла идея создать в расстрельном доме музей истории советского террора , в этот момент дом принадлежал военкомату . в	о свой судьба непосредственно перед казнь . списочный механизм осуждение в вквс также применяться и после год . всего за предвоенный год по список политбюро цк быть расстрелять - тысяча человек . военный коллегия верховный суд ссср располагаться в москва , на улица никольский , далее . . в - е год возникнуть идея создать в расстрельный дом музей история советский террор , в этот момент дом принадлежать военкомат . в	wiki-wiki
