context_id	word	gold_sense_id	positions	context	lem_context	source
418	лавка	2	81-85	абсолютно настоящую амплуа при производстве депозитов чрез ссуды законтребует от лавка подпирать запасы на определенном обязательном уровне по отношению. К депозитамтсчетактивырезервы	абсолютно настоящий амплуа при производство депозит чрез ссуда законтребовать от лавка подпирать запас на определённый обязательный уровень по отношение . к депозитамтсчетактивырезерв	bts-rutenten
419	лавка	1	86-91	лавках, и я услышу, как они там болтаются. Но внутри было тихо. Я понял: они сидят на лавках, ноги поджали и руками что есть сил уцепились в сиденья. Сидят как приклеенные.	лавка , и я услышать , как они там болтаться . но внутри быть тихо . я понять : они сидеть на лавка , нога поджать и рука что есть сила уцепиться в сидение . сидеть как приклеить .	bts-rutenten
420	лавка	2	81-85	вы с двуручным мечом значит двуручный меч и т.д.( самых слабых которые найдёте в лавке оружейника, апать не надо)	вы с двуручной меч значит двуручный меч и том . далее . ( самый слабый который найти в лавка оружейник , апать не надо )	bts-rutenten
421	лавка	2	84-88	любской по 6 руб., а на простой комментарной по 5 руб. В Москве в его же Миллеровой лавке, состоящей на Покровке, в 5 части, во 2 квартале, в доме г. бригадира князя Голицына	любский по 6 рубль . , а на простой комментарный по 5 рубль . в москва в он же миллеров лавка , состоять на покровка , в 5 часть , в 2 квартал , в дом год . бригадир князь голицын	bts-rutenten
422	лавка	1	81-85	ребенком АКТИВНО (хорошо, что скоро наступят холода. Особо не посидишь на мокрой лавке, правда весб день гулять тоже уже не получится. Пока мы гуляем по возможности 2	ребёнок активно ( хорошо , что скоро наступить холод . особо не посидеть на мокрый лавка , правда весб день гулять тоже уже не получиться . пока мы гулять по возможность 2	bts-rutenten
423	лавка	1	84-88	дергается. В том числе, если позовут, условно, в 'Урал'. В клубах такого уровня ему лавку полировать. Лучше по итогам сезона с командой вылететь, но проявить себя в аутсайдерах	дёргаться . в тот число , если позвать , условно , в ' урал ' . в клуб такой уровень он лавка полировать . хороший по итог сезон с команда вылететь , но проявить себя в аутсайдер	bts-rutenten
424	лавка	2	88-92	Непременно загляните на «Иранский рынок», и поразитесь числу здешних торговых центров и лавок. Довольно навещаемыми считаются классические рынки «Спайс Сук» и «Фиш Магазин».	непременно заглянуть на « иранский рынок » , и поразиться число здешний торговый центр и лавка . довольно навещать считаться классический рынок « спайса сука » и « фиш магазин » .	bts-rutenten
425	лавка	2	85-89	завешена *грамотами* со всего мира, с признанием этого монастыря. При монастыре есть лавка*православных пасечников*-где очень высококачественный горный мед, который годами	завесить * грамота * с всего мир , с признание это монастырь . при монастырь есть лавка * православный пасечник * -где очень высококачественный горный мёд , который годами	bts-rutenten
426	лавка	2	87-91	торговых лавок и один общественный магазин (хлебный) (29). В 1890 г. в станице было 17 лавок, 4 кузницы, имелись небольшие мукомольные, маслобойные, кожевенные, кирпичные предприятия	торговый лавка и один общественный магазин ( хлебный ) ( 29 ) . в 1890 год . в станица быть 17 лавка , 4 кузница , иметься небольшой мукомольный , маслобойный , кожевенный , кирпичный предприятие	bts-rutenten
427	лавка	2	81-85	мясные лавки; диковинные рыбы и морепродукты, разлёгшиеся в крошеве льда; сырные лавки, наконец, о приближении к которым начинаешь узнавать по запаху раньше, чем увидишь	мясной лавка ; диковинный рыба и морепродукт , разлечься в крошево лёд ; сырный лавка , наконец , о приближение к который начинать узнавать по запах ранний , чем увидеть	bts-rutenten
428	лавка	2	80-84	на борьбу, люд голодный!'. Купцы и лавочники поспешно закрывали свои магазины и лавки. Ореховские и зуевские фабрики работали, но с приходом ликинцев начали раздаваться	на борьба , люд голодный ! ' . купец и лавочник поспешно закрывать свой магазин и лавка . ореховский и зуевский фабрика работать , но с приход ликинец начать раздаваться	bts-rutenten
429	лавка	2	81-86	Слава его была значительна, его много читали, даже много и покупали. (В 'Книжных лавках писателей'.) Много печатали. Дошло до того, что одно издательство объявило подписку	слава он быть значительный , он много читать , даже много и покупать . ( в ' книжный лавка писатель ' . ) много печатать . дошлый до тот , что один издательство объявить подписка	bts-rutenten
430	лавка	1	80-84	принес еще два узкогорлых, но с раздутыми боками, и Ховрах плюхнулся обратно на лавку: -- Вот за что я царскую службу люблю? Она полна неожиданностей. Думал ли я, что	принести ещё два узкогорлый , но с раздутый бок , и ховр плюхнуться обратно на лавка : -- вот за что я царский служба любить ? она полный неожиданность . думать ли я , что	bts-rutenten
431	лавка	2	82-86	просто скажу, что купить их можно действительно. Это, во-первых, магазин «Книжная лавка» на Старом Арбате, есть ещё такой магазин «Додозавр» на Рождественском бульваре	просто сказать , что купить они можно действительно . это , во-первых , магазин « книжный лавка » на старый арбат , есть ещё такой магазин « додозавр » на рождественский бульвар	bts-rutenten
432	лавка	2	82-86	Лондону от его отца и образа жизни его отца. Barnes родился в спальне выше мясной лавки его отца в Большой Улице Lister номер 219, Saltley, Бирмингеме, Англии. В возрасте	лондон от он отец и образ жизнь он отец . barnes родиться в спальня выше мясной лавка он отец в большой улица lister номер 219 , saltley , бирмингем , англия . в возраст	bts-rutenten
433	лавка	2	82-86	вижу: хозяин мой с приятелями шепчутся о чём-то, и все они невеселы. Собираются в лавке почти каждый вечер, и видно - нехорошо им! Ну, значит, кому-то хорошо, а кому -	видеть : хозяин мой с приятель шептаться о что-то , и весь они невесёлый . собираться в лавка почти каждый вечер , и видно - нехорошо имя ! ну , значит , кто-то хорошо , а кома -	bts-rutenten
434	лавка	2	82-86	зайти – литургия еще не закончилась. Ухоженный сад вокруг церкви, богатая свечная лавка, роспись на стенах, иконы, цветы – такому убранству позавидовал бы и городской	зайти – литургия ещё не закончиться . уходить сад вокруг церковь , богатый свечной лавка , роспись на стен , икона , цвета – такой убранство позавидовать бы и городской	bts-rutenten
435	лавка	1	81-85	совсем не держали, и он поиск работы повар-кондитер в Перьми тяжело плюхнулся на лавку. Может быть записка от Анастасии поиск работы повар-кондитер в Перьми внимания:	совсем не держать , и он поиск работа повар-кондитер в перьмить тяжело плюхнуться на лавка . мочь быть записка от анастасия поиск работа повар-кондитер в перьмить внимание :	bts-rutenten
436	лавка	2	86-90	перекрестке дорог. В инфраструктуру рынка входят рестораны, туалеты, винный магазин и лавки. Если Вам необходимы сувениры, то здесь Вы сможете найти статуэтки из камня и дерева	перекрёсток дорога . в инфраструктура рынок входить ресторан , туалет , винный магазин и лавка . если вы необходимый сувенир , то здесь вы смочь найти статуэтка из камень и дерево	bts-rutenten
437	лавка	2	80-84	рекламодателями, среди которых можно встретить и владельца деревенской скобяной лавки, дающего по одному объявлению в еженедельной газете городка, и корпорацию «Проктер	рекламодатель , среди который можно встретить и владелец деревенский скобяной лавка , давать по один объявление в еженедельный газета городок , и корпорация « проктереть	bts-rutenten
438	лавка	2	84-89	расточал похвалы военной выправке Рауля в выражениях, от которых ничуть не отдавало лавкой.	расточать похвала военный выправка рауль в выражение , от который ничуть не отдавать лавка .	bts-rutenten
439	лавка	1	82-86	двери и прислушалась. Было тихо, только сверчок потрескивал. На цыпочках прошла к лавке и села. Лунный свет падал ей на руки. Они дрожали. Вдруг в комнатушке за печью	дверь и прислушаться . быть тихо , только сверчок потрескивать . на цыпочка пройти к лавка и село . лунный свет падать она на рука . они дрожать . вдруг в комнатушка за печь	bts-rutenten
440	лавка	2	81-85	громадны и превосходны; при каждой из них кладбище с мраморными памятниками. Все лавки открыты; давка на улицах страшная.	громадный и превосходный ; при каждый из они кладбище с мраморный памятник . весь лавка открытый ; давка на улица страшный .	bts-rutenten
441	лавка	1	81-85	титулы в престижнейшей лиге мира. А кто-то радуется тому ,что не будет сидеть на лавке в топ-клубе в самом сильном(имхо) чемпионате. Броызгалов тоже не сразу, мягко говоря	титул в престижный лига мир . а кто-то радоваться тот , что не быть сидеть на лавка в топ-клуб в самый сильный ( имхо ) чемпионат . броызгал тоже не сразу , мягко говорить	bts-rutenten
442	лавка	1	84-88	тростника. Если ландшафт припоминает российский лес, то стоит сделать стилизованную лавку из бревен. Известно, что ландшафтный дизайн бывает различным. Однако направьте	тростник . если ландшафт припоминать российский лес , то стоить сделать стилизовать лавка из бревно . известно , что ландшафтный дизайн бывать различный . однако направить	bts-rutenten
443	лавка	1	44-48	гоблина, одетая в плащ и шляпу, спрыгнула с лавки и подошла к перрону.	гоблин , одетый в плащ и шляпа , спрыгнуть с лавка и подойти к перрон .	bts-rutenten
444	лавка	2	81-85	«автоматом» за 8 бакинских), на кальяны, на маски, опять что-то зашвырнуло нас в лавку вонючестей, где нам снова попытались продать 60 мл за двадцатьпять бакинских, были	« автомат » за 8 бакинский ) , на кальян , на маска , опять что-то зашвырнуть мы в лавка вонючесть , где мы снова попытаться продать 60 мл за двадцатьпятить бакинский , быть	bts-rutenten
445	лавка	2	85-89	остаться там навсегда. Я не понимал, почему… И сейчас не понимаю… Хозяин антикварной лавки – он был кем-то вроде летописца. Также у него остались связи в ANBU, и когда он	остаться там навсегда . я не понимать , почему … и сейчас не понимать … хозяин антикварный лавка – он быть кто-то вроде летописец . также у он остаться связь в anbu , и когда он	bts-rutenten
446	лавка	2	81-85	говорить на многих известных ему языках. Как-то в Тегеране мы зашли в сувенирную лавку. Михаил Николаевич заговорил по-персидски, и продавец удивленно воскликнул: «О,	говорить на многий известный он язык . как-то в тегеран мы заслать в сувенирный лавка . михаил николай заговорить по-персидски , и продавец удивлённо воскликнуть : « о ,	bts-rutenten
447	лавка	2	82-86	Болшей питейной дом Р: Торговая площадь Q: Конная площадь R: Разного звания людей лавки S: Острог	болшея питейный дом р : торговый площадь q : конный площадь r : разный звание человек лавка s : острог	bts-rutenten
448	лавка	1	85-89	здесь стоят горшки, чугуны, а сверху полки для чашек – «полица». В избе вдоль стен – лавки, в переднем углу стоит стол, за которым семья обедает. В углу над столом – иконы	здесь стоять горшок , чугун , а сверху полка для чашка – « полицо » . в изба вдоль стена – лавка , в передний угол стоить стол , за который семья обедать . в угол над стол – икона	bts-rutenten
449	лавка	2	84-88	лицо Конана черными блестящими глазами. Конан не мог определить, понимает ли хозяин лавки, что ему говорят. Наконец, старик кивнул и стукнул кулаком по стене. Прибежал полуголый	лицо конана чёрный блестящий глаз . конана не мочь определить , понимать ли хозяин лавка , что он говорят . наконец , старик кивнуть и стукнуть кулак по стена . прибежать полуголый	bts-rutenten
450	лавка	2	83-87	русского общества: ненависть к врагу испытывали и купец Ферапонтов, сжигающий свою лавку при занятии французами Смоленска, чтобы ничего не досталось неприятелю, и мужики	русский общество : ненависть к враг испытывать и купец ферапонт , сжигать свой лавка при занятие француз смоленск , чтобы ничто не достаться неприятель , и мужик	bts-rutenten
451	лавка	1	85-89	растопырил свои ноги. Я его чуть не «затоптал» с разгону. После торможения прыгаю на лавку к Кузьмичу: «Здорово, Кузьмич». Он кладет мне на плечо свою ладонь, размером с	растопырить свой нога . я он чуть не « затоптать » с разгон . после торможение прыгать на лавка к кузьма : « здорово , кузьма » . он класть я на плечо свой ладонь , размер с	bts-rutenten
452	летопись	1	89-96	восточнославянские племена назывались по-разному, что известно нам из древнейшей русской летописи: вятичи, кривичи, древляне, поляне, радимичи и другие.	восточнославянский племя называться по-разному , что известно мы из древний русский летопись : вятич , кривич , древлянин , полянин , радимич и другой .	bts-rutenten
453	летопись	1	86-93	походов Игоря на греков, как мы об этом писали выше, имеются и в “Новгородской первой летописи”. Договор 944 г., не вызвав в историографии столь бурных и бескомпромиссных споров	поход игорь на грек , как мы о это писать выше , иметься и в “ новгородский один летопись ” . договор 944 год . , не вызвать в историография столь бурный и бескомпромиссный споровый	bts-rutenten
454	летопись	1	81-88	с известием о начале монастырей уже во времена крестителя Руси кн. Владимира. Но летопись, возможно, свидетельствует о том, что при кн. Ярославе Мудром начиналось существование	с известие о начало монастырь уже в время креститель русь кн . владимир . но летопись , возможно , свидетельствовать о тот , что при кн . ярослава мудрый начинаться существование	bts-rutenten
455	летопись	2	19-26	газеты'. Кемерово. летописи кузбасса и россии - исполнилось десять лет со дня выхода в свет первого номера	газета ' . кемерово . летопись кузбасс и россия - исполниться десять год с день выход в свет первое номер	bts-rutenten
456	летопись	1	88-95	старейшими и основными списками являются Лаврентьевская и Ипатьевская летописи. В своей летописи Нестор первым из русских историков связал историю Руси с историей восточноевропейских	старый и основный список являться лаврентьевский и ипатьевский летопись . в свой летопись нестор один из русский историк связать история русь с история восточноевропейский	bts-rutenten
457	летопись	2	91-98	многотиражная газета, буклет 'Профиль фирмы', Годовой отчет, Письмо к акционерам, история (летопись) фирмы, биография высшего руководства, слайдовый видеофильм или компьютерная презентация	многотиражный газета , буклет ' профиль фирма ' , годовой отчёт , письмо к акционер , история ( летопись ) фирма , биография высокий руководство , слайдовый видеофильм или компьютерный презентация	bts-rutenten
458	летопись	1	48-56	Токарева А. Отчего молодежь покидает библиотеки летописях Россия называлась Гардарики страна городов. Однако в силу нашей обширности и исторического	токарев а . отчего молодёжь покидать библиотека летопись россия называться гардарик страна город . однако в сила наш обширность и исторический	bts-rutenten
459	летопись	1	80-87	протограф Симеоновской летописи или, быть может, точнее первых двух частей этой летописи; 2) Тверская летопись, доведенная до 1374 г. и начинающаяся, как кажется, с 1285	протограф симеоновский летопись или , быть мочь , точнее один два часть этот летопись ; 2 ) тверская летопись , довести до 1374 год . и начинаться , как кажется , с 1285	bts-rutenten
460	летопись	1	80-88	летописи гораздо больше по размеру, и еще раз подчеркнем, что с Радзивилловской летописью он одинаков лишь точным совпадением своего окончания. В Троицкой же пергаменной	летопись гораздо большой по размер , и ещё раз подчеркнуть , что с радзивилловский летопись он одинаковый лишь точный совпадение свой окончание . в троицкий же пергаменный	bts-rutenten
461	летопись	1	80-87	в загадочном деле внезапной смерти 15.05.1501 г. царевича Димитрия. Официальная летопись гласит, что царевича убили агенты Годунова, а все следствие о деле было годуновской	в загадочный дело внезапный смерть 15 . 05 . 1501 год . царевич димитрий . официальный летопись гласить , что царевич убить агент годунов , а весь следствие о дело быть годуновский	bts-rutenten
462	летопись	1	87-94	закончено еще до этого. О строительстве Успенского собора Киево-Печерского монастыря в летописи сказано, что оно было завершершено 'на третее лето', не считая года закладки, т.е.	закончить ещё до это . о строительство успенский собор киево-печерский монастырь в летопись сказать , что оно быть завершершить ' на третея лето ' , не считать год закладка , том . е .	bts-rutenten
463	летопись	2	86-93	геологии являются горные породы, в которых запечатлена и прослеживается геологическая летопись Земли. Также геология изучает современные физические процессы и механизмы, действующие	геология являться горный порода , в который запечатлеть и прослеживаться геологический летопись земля . также геология изучать современный физический процесс и механизм , действующий	bts-rutenten
464	летопись	2	40-47	наконец, – новая страница – современная летопись жизни монастыря. Обитель вновь восстанавливается и продолжает существование, окормляемая	наконец , – новый страница – современный летопись жизнь монастырь . обитель вновь восстанавливаться и продолжать существование , окормлять	bts-rutenten
465	летопись	1	88-95	заставляет казнить Щавеля, Иена и Трикса – Маркель не будет колебаться. Когда-то, читая летописи о деяниях великих королей (в первую очередь, конечно, Маркеля Разумного), Трикс	заставлять казнить щавель , иена и трикс – маркель не быть колебаться . когда-то , читать летопись о деяние великое король ( в один очередь , конечно , маркель разумный ) , трикс	bts-rutenten
466	летопись	1	87-95	развития характеризует эти две основные линии сибирского летописания. Тексты сибирских летописей XVII—XVIII вв. будут включены в два тома ПСРЛ. Том завершает Синодик Ермаковым	развитие характеризовать этот два основной линия сибирский летописание . текст сибирский летопись xvii — xviii век . быть включить в два том псрло . тот завершать синодик ермаков	bts-rutenten
467	летопись	1	66-74	месте Киева нескольких поселений, слившихся затем в одно большое. летописях город Киев впервые упоминается в 860 году. Возвышение Киева произошло из-за его	место киев несколько поселение , слиться затем в один большой . летопись город киев впервые упоминаться в 860 год . возвышение киев произойти из-за он	bts-rutenten
468	летопись	1	43-50	искусстве 1950-60-х годов В художественной летописи Вологды ХХ века интересна каждая деталь. Сохранение прошлого и активное строительство	искусство 1950-60-ха год в художественный летопись вологда хх век интересный каждый деталь . сохранение прошлое и активный строительство	bts-rutenten
469	летопись	1	86-94	личность [Текст] / Ю.Н.Караулов. – М.: Наука, 1987. – 264с. 4.Полное собрание русских летописей. Т.1. Вып.2. Суздальская летопись по Лаврентьевскому списку. Изд-е 2-ое. – Ленинград	личность [ текст ] / ю . наш . караул . – метр . : наука , 1987 . – 264с . 4 . полный собрание русский летопись . том . 1 . вып . 2 . суздальский летопись по лаврентьевский список . изд-е 2-ий . – ленинград	bts-rutenten
470	летопись	1	88-95	Московский великокняжеский свод 1479 г., Ростовский свод 80-х годов XV в. и Ермолинская летопись. Софийская вторая летопись сохранила первоначальные тексты 'Повести о Темир-Аксаке	московский великокняжеский свод 1479 год . , ростовский свод 80-ха год xv в . и ермолинский летопись . софийский два летопись сохранить первоначальный текст ' повесть о темир-аксак	bts-rutenten
471	летопись	1	82-89	котором интересующее нас событие описывается формулой, принятой для Псковской 3-й летописи, переписчик XVII в., думается, по собственному разумению, внес топографическую	который интересовать мы событие описываться формула , принять для псковский 3-й летопись , переписчик xvii в . , думаться , по собственный разумение , внести топографический	bts-rutenten
472	летопись	1	84-92	разбиваются по образцу китайских садов, которые существовали в этой стране, судя по летописям, еще в VI в. До нашей эры...	разбиваться по образец китайский сад , который существовать в этот страна , судить по летопись , ещё в vi в . до наш эра . . .	bts-rutenten
473	летопись	1	83-90	как мехового товара («соболи, куницы, белки») содержит не Лаврентьевская, а другие летописи. Кроме того, процедура «немого торга» описана еще в арабо-персидских географических	как меховой товар ( « соболь , куница , белка » ) содержимый не лаврентьевский , а другой летопись . кроме тот , процедура « немой торг » описать ещё в арабо-персидский географический	bts-rutenten
474	летопись	1	68-75	говорить о правдивости и точности изложенных в летописи материалах. летопись «Повесть временных лет» переписывалась несколько раз, вовсе не удивляет. Каждый	говорить о правдивость и точность изложить в летопись материал . летопись « повесть временной год » переписываться несколько раз , вовсе не удивлять . каждый	bts-rutenten
475	летопись	2	92-99	Произведения его - это живительная кладезь мыслей, знаний, чувств, красок, это своеобразная летопись истории своего народа. Во всех довженковских произведениях постоянным аккордом	произведение он - это живительный кладезь мысль , знание , чувство , краска , это своеобразный летопись история свой народ . в весь довженковский произведение постоянный аккорд	bts-rutenten
476	летопись	2	84-92	мнение. И обвинители на Нюрнбергском процессе подчеркивали, что этот процесс явится летописью, к которой историки смогут обращаться в поисках правды, а политики — в поисках	мнение . и обвинитель на нюрнбергский процесс подчёркивать , что этот процесс явиться летопись , к который историк смочь обращаться в поиск правда , а политика — в поиск	bts-rutenten
477	летопись	1	45-52	на первомайском параде над Красной площадью. ЛЕТОПИСЬ оглавлением, на втором листе которого читаем: '!ПАНТОМИМА - АПОФЕОЗ!'- вот так	на первомайский парад над красный площадь . летопись оглавление , на второе лист который читаемый : ' ! пантомима - апофеоз ! ' - вот так	bts-rutenten
478	летопись	1	80-87	Волховца – Жилотуг (маленьким утоп); жена Руса – Порусия; дочь Руса – Полиста [ Летописи, 1977 ]. Как мы уже указывали, на стоянке Сахтыш VIII в волосовском слое, в центре	волховец – жилотугой ( маленькая утоп ) ; жена русый – порусие ; дочь русый – полист [ летопись , 1977 ] . как мы уже указывать , на стоянка сахтыш viii в волосовский слой , в центр	bts-rutenten
479	летопись	1	80-87	создана позиционная теория, рассказывает эта книга. Не даты, не имена, не факты летописи спортивных битв стоят в центре внимания автора. В первую очередь его интересует	создать позиционный теория , рассказывать этот книга . не дата , не имя , не факт летопись спортивный битва стоять в центр внимание автор . в один очередь он интересовать	bts-rutenten
480	летопись	1	88-96	известие, скорее всего, новгородского происхождения, т. к. именно в новгородской группе летописей известие отнесено к 6645 мартовскому году, второе — взято из источника, сходного	известие , скорее всего , новгородский происхождение , том . к . именно в новгородский группа летопись известие отнести к 6645 мартовский год , два — взять из источник , сходный	bts-rutenten
481	летопись	1	81-89	о рубинах датируются IV веком до н. э., встречаются они в индийских и бирманских летописях. В Римской империи рубин чрезвычайно почитали, его ценили гораздо выше алмаза.	о рубин датироваться iv веко до наш . э . , встречаться они в индийский и бирманский летопись . в римский империя рубин чрезвычайно почитать , он ценить гораздо выше алмаз .	bts-rutenten
482	летопись	1	91-98	Луи-Филиппа Первого. Что касается времен исторических, то здесь мне оказала большую помощь летопись Иоанна Тальпы, монаха Бергардинского монастыря. Я черпал из нее обильные сведения	луи-филипп первое . что касаться время исторический , то здесь я оказать большой помощь летопись иоанн тальп , монах бергардинский монастырь . я черпать из нея обильный сведение	bts-rutenten
483	летопись	1	92-99	разрозненность листов и пропуски в нумерации. Но его утверждение, о том, что вводный раздел летописи набран из отдельных, плохо связанных между собой отрывков, имеет логические разрывы	разрозненность лист и пропуск в нумерация . но он утверждение , о тот , что вводный раздел летопись набрать из отдельный , плохо связанный между себя отрывок , иметь логический разрыв	bts-rutenten
484	летопись	1	56-63	две трети затопленным Волго-Балтийской водной системой. летописи о Белоозере высвечивают лишь отдельные вехи его истории. Первыми его насельниками	два треть затопить волго-балтийский водный система . летопись о белоозеро высвечивать лишь отдельный веха он история . один он насельник	bts-rutenten
485	летопись	1	76-84	достаточно далеко на севере, в глубине лесной зоны (см. комментарий [21] ). летописях русь двулика. С одной стороны — это варяги, скитальцы и пираты, «находники» по	достаточно далеко на север , в глубина лесна зона ( сантиметр . комментарий [ 21 ] ) . летопись русь двулик . с один сторона — это варяг , скиталец и пират , « находник » по	bts-rutenten
486	летопись	2	83-90	двух экспозиционных залов: в первом отражена история Великой Отечественной войны в летописи нашего города, во втором представлены материалы, рассказывающие о военных событиях	два экспозиционный зал : в первое отразить история великий отечественный война в летопись наш город , в второе представить материал , рассказывать о военный событие	bts-rutenten
487	летопись	1	82-89	конце концов, когда внутренние противоречия достигли большого накала, как говорит летопись, 'встал род на род' и началась большая усобица - новгородцы совершили тот политический	конец конец , когда внутренний противоречие достигнуть большой накал , как говорить летопись , ' встать род на род ' и начаться большой усобица - новгородец совершить тот политический	bts-rutenten
488	летопись	1	82-90	Свода 1305 г.». 60) Если наличие двух протографов у Софийской I и Новгородской IV летописей не представляется необходимым, то существование «основного свода», к которому восходят	свод 1305 год . » . 60 ) если наличие два протограф у софийский i и новгородский iv летопись не представляться необходимый , то существование « основный свод » , к который восходить	bts-rutenten
489	летопись	1	89-96	заключается еще и в том, что первые рассказы о битве в Рогожском летописце, Симеоновской летописи, новгородском летописании очень кратки. Новгородский список к тому же тенденциозен	заключаться ещё и в тот , что один рассказ о битва в рогожский летописец , симеоновский летопись , новгородский летописание очень краткий . новгородский список к тот же тенденциозный	bts-rutenten
